# Sex x age cell population shares and participation rates, monthly
#   1976-02 to 2026-02
# Nicolas Petrosky-Nadeau
# Suggested citation: Petrosky-Nadeau, 2026, "Labor Market Trends and Projections" (methodology note).
# For each of ten sex x age cells (Men/Women x 16-24, 25-34, 35-44, 45-54, 55+):
#   share_{sex}_{age}: cell population share (fraction, sums to ~1 across cells each month)
#   lfpr_{sex}_{age}: cell labor force participation rate (percent)
# Method: BLS CPS microdata (10 sex x age cells), seasonally adjusted and smoothed with a
#   3-month moving average.
#   The composition-constant counterfactual for a base month t0 is
#   cf_t = sum_j share_j(t0) * lfpr_j(t); the composition effect is actual - cf. Age-only
#   or sex-only breakdowns sum the cells over the other dimension before freezing.
date,share_M_16_24,share_M_25_34,share_M_35_44,share_M_45_54,share_M_55_pl,share_F_16_24,share_F_25_34,share_F_35_44,share_F_45_54,share_F_55_pl,lfpr_M_16_24,lfpr_M_25_34,lfpr_M_35_44,lfpr_M_45_54,lfpr_M_55_pl,lfpr_F_16_24,lfpr_F_25_34,lfpr_F_35_44,lfpr_F_45_54,lfpr_F_55_pl
2013-09,0.079496,0.083620,0.078798,0.085646,0.155064,0.078210,0.085717,0.082063,0.089662,0.181724,56.7468,89.1080,90.4313,85.3802,46.2428,53.3523,73.1477,74.2673,74.0191,35.0849
2013-10,0.079405,0.083669,0.078725,0.085502,0.155349,0.078113,0.085741,0.081989,0.089548,0.181960,56.5606,89.0686,90.5359,85.5372,46.1346,53.4740,73.2475,74.0194,73.9095,34.8497
2013-11,0.079324,0.083715,0.078647,0.085329,0.155659,0.078029,0.085759,0.081910,0.089376,0.182253,55.8720,88.8957,90.5998,85.4845,46.0773,53.5889,73.4269,73.8804,73.7037,34.7451
2013-12,0.079245,0.083778,0.078579,0.085194,0.155937,0.077948,0.085768,0.081835,0.089201,0.182514,55.7077,88.8711,90.7457,85.4793,46.0519,53.7047,73.7894,74.1001,73.5438,34.6977
2014-01,0.079168,0.083843,0.078519,0.085047,0.156217,0.077870,0.085781,0.081763,0.089007,0.182785,55.4547,88.7708,90.6098,85.2658,46.0019,53.5817,74.0842,74.4018,73.5010,34.8491
2014-02,0.079094,0.083908,0.078466,0.084891,0.156494,0.077797,0.085798,0.081695,0.088822,0.183035,56.0756,88.7064,90.6009,85.3072,45.9244,53.5009,74.0916,74.6023,73.6975,34.8711
2014-03,0.079029,0.083956,0.078406,0.084729,0.156756,0.077736,0.085823,0.081622,0.088675,0.183269,56.2436,88.6390,90.4325,85.2689,45.8573,53.3312,73.8583,74.6499,73.9079,34.9243
2014-04,0.078960,0.083997,0.078344,0.084559,0.157039,0.077670,0.085845,0.081549,0.088540,0.183498,56.5825,88.3897,90.5416,85.3468,45.8447,53.5973,73.5265,74.3901,74.0838,34.8919
2014-05,0.078886,0.084033,0.078281,0.084446,0.157275,0.077599,0.085864,0.081477,0.088428,0.183712,56.0968,88.4793,90.4439,85.4556,45.9014,53.4513,73.3799,74.2339,74.1588,34.8482
2014-06,0.078807,0.084062,0.078218,0.084344,0.157514,0.077522,0.085879,0.081405,0.088300,0.183948,56.4000,88.6785,90.5532,85.5601,45.9162,53.5095,73.4104,73.9005,74.1752,34.9192
2014-07,0.078713,0.084088,0.078158,0.084276,0.157734,0.077431,0.085889,0.081337,0.088217,0.184157,56.4383,88.9571,90.5841,85.7585,45.9056,52.9963,73.6125,73.8775,74.1542,34.8645
2014-08,0.078605,0.084111,0.078101,0.084201,0.157976,0.077324,0.085895,0.081274,0.088127,0.184387,56.7105,88.8293,90.6038,85.8481,45.8729,53.1364,73.7685,73.8452,73.8477,34.9045
2014-09,0.078481,0.084131,0.078047,0.084105,0.158254,0.077201,0.085895,0.081214,0.088032,0.184640,56.7298,88.7466,90.5616,85.8635,45.8974,53.6827,74.0547,73.9465,73.7083,34.8267
2014-10,0.078364,0.084151,0.077988,0.083999,0.158540,0.077086,0.085897,0.081146,0.087908,0.184922,56.9239,88.5493,90.4325,85.7500,45.9406,54.3061,74.1220,73.9066,73.4863,34.8945
2014-11,0.078254,0.084170,0.077923,0.083871,0.158845,0.076977,0.085901,0.081071,0.087769,0.185220,56.8147,88.6543,90.3998,85.7176,45.9841,54.2740,74.1320,73.8408,73.5528,34.8705
2014-12,0.078182,0.084158,0.077860,0.083790,0.158982,0.076936,0.085976,0.081051,0.087648,0.185416,56.6639,88.8173,90.3541,85.7292,46.0273,53.7095,73.8712,73.8973,73.6918,34.9101
2015-01,0.078108,0.084145,0.077805,0.083706,0.159114,0.076894,0.086054,0.081040,0.087492,0.185641,56.5931,89.0225,90.2407,85.8069,45.9278,53.4419,73.5497,73.9069,73.7820,34.7620
2015-02,0.078031,0.084133,0.077758,0.083584,0.159277,0.076851,0.086133,0.081038,0.087366,0.185828,56.3863,89.1024,90.2142,85.8084,45.9199,53.4322,73.3770,73.8431,73.5622,34.7502
2015-03,0.077921,0.084152,0.077710,0.083445,0.159570,0.076745,0.086146,0.080983,0.087212,0.186117,56.2110,89.0987,90.1662,85.9360,45.9790,53.4027,73.5168,73.8568,73.3267,34.6938
2015-04,0.077812,0.084181,0.077662,0.083318,0.159840,0.076639,0.086167,0.080926,0.087092,0.186364,56.4996,89.1699,90.2023,85.8695,46.1475,53.5357,73.8356,74.0034,73.3993,34.7083
2015-05,0.077705,0.084222,0.077613,0.083234,0.160055,0.076533,0.086196,0.080869,0.087001,0.186572,56.3901,89.1069,90.2908,85.7596,46.1244,53.9095,73.9090,74.1384,73.5662,34.6858
2015-06,0.077600,0.084273,0.077564,0.083129,0.160281,0.076427,0.086234,0.080810,0.086957,0.186726,56.2801,88.9094,90.2534,85.7678,46.1465,54.1254,73.6076,74.2640,73.5217,34.6174
2015-07,0.077485,0.084319,0.077513,0.083040,0.160508,0.076312,0.086264,0.080751,0.086920,0.186887,55.8229,88.6087,90.3202,85.9321,45.9667,54.1166,73.2498,74.3040,73.2635,34.6314
2015-08,0.077361,0.084360,0.077461,0.082953,0.160748,0.076189,0.086287,0.080691,0.086828,0.187121,55.8194,88.4510,90.3777,86.0446,45.8495,53.7422,73.0439,74.3990,73.0898,34.6452
2015-09,0.077227,0.084396,0.077407,0.082834,0.161036,0.076058,0.086302,0.080631,0.086697,0.187411,55.9312,88.4455,90.5119,85.9400,45.6868,53.7402,73.0291,74.4429,73.1244,34.7310
2015-10,0.077101,0.084436,0.077346,0.082693,0.161343,0.075936,0.086320,0.080561,0.086545,0.187719,55.9112,88.5615,90.3424,85.8091,45.7019,53.6464,73.0509,74.5620,73.2885,34.8569
2015-11,0.076981,0.084478,0.077276,0.082532,0.161665,0.075821,0.086342,0.080482,0.086415,0.188007,56.2056,88.6142,90.3174,85.7796,45.7953,54.1160,73.1588,74.7031,73.5448,34.9036
2015-12,0.076908,0.084594,0.077227,0.082401,0.161855,0.075726,0.086398,0.080408,0.086325,0.188158,55.9521,88.5934,90.2654,85.9354,45.8829,54.1751,73.4852,74.7450,73.6529,34.9141
2016-01,0.076849,0.084717,0.077181,0.082267,0.162021,0.075645,0.086461,0.080340,0.086242,0.188278,56.1158,88.5111,90.5295,86.0623,46.0149,54.1992,73.7280,74.5150,73.7229,34.8910
2016-02,0.076806,0.084846,0.077140,0.082156,0.162138,0.075576,0.086529,0.080278,0.086174,0.188356,56.0826,88.6023,90.4913,86.3402,46.1349,53.9281,73.9424,74.5916,73.7669,34.9189
2016-03,0.076738,0.084912,0.077076,0.082063,0.162310,0.075510,0.086574,0.080209,0.086027,0.188580,56.4178,88.6785,90.5704,86.3779,46.2263,53.9490,73.8901,74.5784,73.9159,34.9081
2016-04,0.076665,0.084973,0.077023,0.081961,0.162493,0.075437,0.086617,0.080150,0.085884,0.188797,56.3388,88.8614,90.5678,86.2847,46.1608,54.1869,73.9700,74.7271,73.9574,34.7536
2016-05,0.076585,0.085029,0.076980,0.081858,0.162677,0.075358,0.086657,0.080102,0.085704,0.189049,56.3565,88.9605,90.6594,86.1982,46.1756,54.0046,74.1095,74.5423,73.8528,34.6461
2016-06,0.076500,0.085080,0.076948,0.081768,0.162850,0.075273,0.086696,0.080064,0.085543,0.189278,56.4250,89.0403,90.6691,86.1095,46.3244,53.7634,74.3998,74.4232,73.7232,34.5661
2016-07,0.076401,0.085125,0.076922,0.081711,0.163002,0.075176,0.086726,0.080032,0.085385,0.189520,56.7980,89.0410,90.6768,86.1170,46.4325,53.5577,74.8072,74.3346,73.6460,34.5518
2016-08,0.076288,0.085165,0.076901,0.081668,0.163153,0.075067,0.086748,0.080006,0.085204,0.189799,56.8790,88.9750,90.6721,86.1730,46.4528,53.6392,75.1187,74.5351,73.7399,34.5631
2016-09,0.076162,0.085200,0.076887,0.081569,0.163373,0.074946,0.086760,0.079986,0.085040,0.190077,56.9246,88.8712,90.6836,86.4192,46.2878,53.5874,75.1505,74.6437,74.1057,34.5660
2016-10,0.076050,0.085234,0.076867,0.081428,0.163626,0.074840,0.086772,0.079961,0.084874,0.190349,56.8084,88.6768,90.7637,86.5916,46.1698,53.5056,74.8285,74.6753,74.2926,34.6253
2016-11,0.075950,0.085268,0.076842,0.081236,0.163922,0.074749,0.086782,0.079929,0.084750,0.190572,56.8334,88.6082,90.7370,86.5659,45.9570,53.5852,74.7443,74.4614,74.3050,34.6078
2016-12,0.075897,0.085310,0.076803,0.081063,0.164153,0.074694,0.086776,0.079867,0.084638,0.190798,56.8053,88.8690,90.7748,86.2591,45.8219,53.8187,74.7641,74.4255,74.0333,34.7062
2017-01,0.075843,0.085355,0.076773,0.080904,0.164359,0.074639,0.086773,0.079813,0.084524,0.191017,56.7400,89.0306,90.6923,86.0818,45.8506,53.9627,75.0602,74.5654,73.8943,34.7132
2017-02,0.075786,0.085403,0.076752,0.080750,0.164549,0.074585,0.086772,0.079767,0.084394,0.191242,56.6340,88.9863,90.7448,85.8974,46.0287,54.1473,75.2786,74.6666,74.0036,34.8166
2017-03,0.075694,0.085446,0.076750,0.080567,0.164792,0.074509,0.086788,0.079754,0.084229,0.191471,56.8811,88.6387,90.8734,85.9782,46.1359,54.4234,75.5996,74.7104,74.3143,34.7399
2017-04,0.075602,0.085485,0.076755,0.080377,0.165038,0.074432,0.086802,0.079750,0.084065,0.191693,56.9368,88.5363,90.8696,86.1625,46.1140,54.3151,75.6950,74.8107,74.5883,34.8092
2017-05,0.075510,0.085520,0.076769,0.080246,0.165222,0.074355,0.086813,0.079755,0.083896,0.191914,56.9928,88.5646,90.8992,86.2728,46.0777,54.2307,75.5764,74.9233,74.7211,34.8268
2017-06,0.075418,0.085551,0.076791,0.080167,0.165350,0.074278,0.086821,0.079768,0.083776,0.192080,56.7729,88.7312,90.7279,86.4012,46.0093,54.1233,75.5673,75.0892,74.6127,34.8876
2017-07,0.075318,0.085576,0.076819,0.080082,0.165494,0.074194,0.086821,0.079786,0.083639,0.192273,56.8017,88.8184,90.5649,86.4055,46.0871,54.4266,75.4541,75.0918,74.6624,34.8619
2017-08,0.075210,0.085593,0.076851,0.079973,0.165671,0.074102,0.086811,0.079808,0.083488,0.192493,56.9847,88.9032,90.4668,86.5657,46.2096,54.6402,75.6204,75.1766,74.7314,34.8005
2017-09,0.075094,0.085603,0.076889,0.079808,0.165914,0.074002,0.086793,0.079834,0.083303,0.192760,56.9392,88.8633,90.5122,86.5744,46.2373,54.5897,75.5445,75.0171,74.5656,34.6998
2017-10,0.074984,0.085619,0.076918,0.079651,0.166146,0.073909,0.086781,0.079850,0.083127,0.193015,56.6232,88.8251,90.6259,86.6104,46.2411,54.3786,75.6484,75.0992,74.4848,34.5840
2017-11,0.074881,0.085640,0.076939,0.079461,0.166406,0.073821,0.086777,0.079857,0.082999,0.193222,56.0242,88.7086,90.7721,86.8515,46.0202,54.0100,75.4618,75.0360,74.3087,34.5445
2017-12,0.074776,0.085761,0.076999,0.079273,0.166604,0.073713,0.086780,0.079874,0.082873,0.193348,56.0240,88.6059,90.7221,87.1006,45.9191,54.0611,75.3566,75.1481,74.2768,34.4242
2018-01,0.074679,0.085884,0.077068,0.079076,0.166792,0.073613,0.086783,0.079900,0.082716,0.193487,56.2828,88.7217,90.8191,87.3081,45.8700,54.2201,75.3012,75.0310,74.3042,34.4343
2018-02,0.074591,0.086009,0.077145,0.078893,0.166950,0.073522,0.086787,0.079935,0.082560,0.193608,56.8267,88.8538,90.8798,87.1314,45.9142,54.3489,75.4217,74.9900,74.3780,34.3951
2018-03,0.074518,0.086041,0.077180,0.078719,0.167139,0.073465,0.086791,0.079958,0.082393,0.193796,56.8952,89.2111,91.0922,86.9935,46.0449,54.3169,75.5509,75.1019,74.3816,34.5822
2018-04,0.074441,0.086072,0.077219,0.078560,0.167317,0.073402,0.086795,0.079983,0.082231,0.193981,56.7237,89.2967,91.2318,86.9873,46.1864,54.3050,75.7504,74.9801,74.3731,34.6773
2018-05,0.074358,0.086102,0.077261,0.078389,0.167509,0.073332,0.086800,0.080013,0.082015,0.194220,56.4908,89.4558,91.1609,86.9520,46.2618,54.5339,75.8272,75.0155,74.6012,34.8540
2018-06,0.074271,0.086130,0.077306,0.078212,0.167712,0.073257,0.086807,0.080046,0.081845,0.194414,56.1268,89.3396,91.0830,86.8699,46.3187,54.9763,75.9373,75.0415,75.0054,34.8400
2018-07,0.074182,0.086157,0.077348,0.078040,0.167917,0.073179,0.086810,0.080076,0.081661,0.194629,55.5470,89.2815,90.9909,86.5280,46.2658,54.5645,75.9157,75.1461,75.2278,34.8482
2018-08,0.074092,0.086182,0.077388,0.077903,0.168095,0.073100,0.086809,0.080102,0.081501,0.194829,55.1234,89.1571,90.7716,86.5323,46.2449,54.5146,75.9331,75.0195,75.2460,34.7932
2018-09,0.074001,0.086204,0.077426,0.077781,0.168263,0.073019,0.086806,0.080124,0.081314,0.195062,54.9288,89.1250,90.7528,86.6544,46.1877,54.1378,76.0468,75.0925,75.2576,34.8349
2018-10,0.073913,0.086226,0.077459,0.077655,0.168434,0.072942,0.086803,0.080143,0.081147,0.195277,55.1113,89.0655,90.7179,87.0418,46.1626,54.5842,76.2146,75.2078,75.1281,34.8844
2018-11,0.073830,0.086248,0.077489,0.077499,0.168634,0.072869,0.086801,0.080158,0.080961,0.195513,55.1687,88.9972,90.9041,87.1575,46.2059,54.6336,76.4444,75.3446,75.2029,34.9443
2018-12,0.073728,0.086282,0.077512,0.077299,0.168855,0.072811,0.086811,0.080172,0.080759,0.195771,55.4357,89.0054,90.9374,87.2980,46.2125,54.6746,76.5353,75.1598,75.3931,35.0276
2019-01,0.073630,0.086316,0.077540,0.077104,0.169062,0.072756,0.086823,0.080190,0.080598,0.195981,55.5525,88.9669,91.0701,87.2609,46.2283,54.7641,76.5353,75.0947,75.5407,35.1224
2019-02,0.073534,0.086351,0.077572,0.076918,0.169251,0.072704,0.086837,0.080214,0.080475,0.196143,55.7472,89.2177,91.0238,87.5005,46.1215,54.7872,76.3638,75.0245,75.5620,35.0985
2019-03,0.073463,0.086374,0.077610,0.076768,0.169417,0.072642,0.086843,0.080240,0.080375,0.196268,55.8782,89.1327,91.0254,87.5397,46.0484,54.8777,76.2401,75.0011,75.5362,35.0338
2019-04,0.073390,0.086395,0.077646,0.076624,0.169584,0.072579,0.086846,0.080265,0.080238,0.196433,56.4607,89.1892,90.8598,87.5378,46.0710,55.1458,76.1615,75.1550,75.6878,34.7849
2019-05,0.073314,0.086415,0.077679,0.076486,0.169754,0.072516,0.086846,0.080288,0.080043,0.196660,57.0430,88.8524,90.8295,87.3736,46.2175,55.2402,76.4113,75.2860,75.6531,34.7042
2019-06,0.073235,0.086432,0.077708,0.076337,0.169943,0.072452,0.086843,0.080311,0.079845,0.196894,57.5669,88.8151,90.6845,87.3466,46.5197,55.6272,76.2030,75.5042,75.3765,34.7205
2019-07,0.073163,0.086431,0.077740,0.076152,0.170180,0.072392,0.086822,0.080334,0.079623,0.197164,57.3756,88.8171,90.6122,87.3802,46.6122,55.5681,76.4319,75.6643,75.3438,34.8525
2019-08,0.073098,0.086411,0.077772,0.075979,0.170415,0.072337,0.086783,0.080357,0.079421,0.197426,57.0996,88.9061,90.7233,87.4238,46.5724,55.5043,76.5037,76.0972,75.3860,34.9815
2019-09,0.073039,0.086373,0.077807,0.075870,0.170598,0.072287,0.086726,0.080381,0.079207,0.197713,56.7184,89.0163,90.7863,87.3377,46.4077,55.2895,77.1052,76.4368,75.7550,35.0260
2019-10,0.072977,0.086344,0.077836,0.075798,0.170742,0.072233,0.086679,0.080400,0.079080,0.197911,56.6213,89.3094,90.8727,87.3111,46.3810,55.0929,77.2114,76.4679,75.9727,35.0465
2019-11,0.072913,0.086324,0.077859,0.075708,0.170901,0.072176,0.086644,0.080413,0.079004,0.198059,56.4987,89.4341,90.7773,87.3121,46.4056,54.9990,77.4074,76.4623,76.1930,34.9986
2019-12,0.072793,0.086260,0.077867,0.075585,0.171190,0.072085,0.086578,0.080421,0.078968,0.198254,56.5043,89.4149,90.6880,87.5746,46.4016,55.0771,77.8031,76.3990,76.0459,34.9268
2020-01,0.072677,0.086193,0.077884,0.075445,0.171486,0.071999,0.086510,0.080436,0.078912,0.198459,56.7432,89.0864,90.5617,87.6967,46.3815,55.4619,78.1107,76.4517,75.8442,34.9316
2020-02,0.072564,0.086123,0.077909,0.075337,0.171740,0.071917,0.086441,0.080458,0.078818,0.198693,56.1878,88.8489,90.5436,87.7106,46.1872,55.2607,77.6919,76.2404,75.7293,34.7754
2020-03,0.072508,0.086104,0.077951,0.075251,0.171863,0.071872,0.086412,0.080488,0.078689,0.198861,54.1219,87.5608,89.8689,86.8227,45.6312,52.9976,76.0222,75.4385,74.9397,34.3186
2020-04,0.072449,0.086085,0.077997,0.075202,0.171949,0.071823,0.086383,0.080521,0.078552,0.199039,52.6624,86.7892,89.3531,86.3940,44.9727,51.5479,75.0240,74.6215,74.4325,33.8039
2020-05,0.072386,0.086066,0.078049,0.075101,0.172088,0.071772,0.086353,0.080556,0.078450,0.199181,51.8613,86.1221,88.9599,86.5067,44.7646,50.9919,74.7971,74.4572,73.9876,33.5879
2020-06,0.072320,0.086046,0.078105,0.074965,0.172260,0.071717,0.086323,0.080594,0.078382,0.199287,52.7751,86.4534,89.3573,86.9778,44.9135,51.9977,75.3940,74.9725,74.3384,33.8241
2020-07,0.072257,0.086015,0.078163,0.074781,0.172490,0.071664,0.086281,0.080633,0.078297,0.199420,53.4073,86.5366,89.7897,87.0962,45.1130,52.1708,75.4178,75.4010,74.3017,34.2027
2020-08,0.072197,0.085971,0.078222,0.074611,0.172714,0.071613,0.086227,0.080674,0.078147,0.199626,54.4052,86.6585,89.7905,86.5784,45.0188,52.5270,75.4167,74.9123,73.8883,34.1526
2020-09,0.072139,0.085916,0.078281,0.074473,0.172914,0.071563,0.086161,0.080716,0.077949,0.199888,55.4718,86.9763,89.7330,86.5832,44.8875,53.1857,75.4139,74.4937,73.9736,33.9508
2020-10,0.072087,0.085865,0.078337,0.074374,0.173068,0.071518,0.086101,0.080754,0.077790,0.200108,55.8035,86.9262,89.5358,86.4309,44.7279,53.8170,75.1535,74.3611,74.1936,33.6653
2020-11,0.072039,0.085817,0.078389,0.074328,0.173163,0.071476,0.086047,0.080786,0.077703,0.200251,55.9216,86.9355,89.4948,86.3470,44.6008,54.0463,74.8606,74.3690,74.9265,33.5637
2020-12,0.071964,0.085793,0.078476,0.074290,0.173226,0.071409,0.085998,0.080843,0.077689,0.200313,55.7353,86.9276,89.5756,86.1414,44.3746,53.9572,74.8417,74.3321,74.9429,33.4249
2021-01,0.071882,0.085772,0.078565,0.074248,0.173293,0.071336,0.085951,0.080902,0.077650,0.200402,55.8739,86.9334,89.5449,86.1337,44.2477,53.9194,75.1315,74.0921,75.1155,33.2323
2021-02,0.071794,0.085754,0.078657,0.074207,0.173358,0.071258,0.085907,0.080963,0.077589,0.200513,55.7512,86.9938,89.6193,86.0648,44.0784,53.9311,75.5531,74.1765,74.9798,33.2237
2021-03,0.071731,0.085720,0.078713,0.074128,0.173481,0.071203,0.085867,0.080998,0.077518,0.200641,56.2181,87.1596,89.4482,86.1221,44.1685,54.2202,75.8392,74.2000,75.1329,33.3201
2021-04,0.071669,0.085681,0.078771,0.074055,0.173603,0.071147,0.085822,0.081036,0.077454,0.200764,56.4962,87.4618,89.5703,86.1452,44.2002,54.4958,76.0591,74.2641,75.1014,33.4279
2021-05,0.071608,0.085635,0.078832,0.073958,0.173752,0.071091,0.085771,0.081077,0.077383,0.200893,56.7519,87.5808,89.7029,86.4671,44.3763,54.7623,76.1884,74.4058,75.0258,33.4483
2021-06,0.071547,0.085584,0.078896,0.073868,0.173898,0.071035,0.085715,0.081123,0.077312,0.201023,56.5868,87.7644,89.8635,86.5913,44.4064,54.8974,76.2812,74.7499,74.9934,33.3055
2021-07,0.071487,0.085522,0.078958,0.073774,0.174060,0.070978,0.085648,0.081163,0.077189,0.201219,56.4965,87.8907,89.8001,86.7988,44.4125,54.8446,76.3566,74.9150,74.9006,33.3036
2021-08,0.071427,0.085451,0.079017,0.073689,0.174226,0.070922,0.085572,0.081200,0.077095,0.201400,56.6344,87.9681,89.6990,86.7394,44.4142,54.7161,76.2455,74.7336,75.0956,33.2441
2021-09,0.071368,0.085369,0.079074,0.073646,0.174363,0.070865,0.085486,0.081232,0.076994,0.201603,56.6632,87.9648,89.5670,86.7831,44.3108,54.5695,76.1852,74.5846,75.1391,33.3561
2021-10,0.071309,0.085299,0.079119,0.073610,0.174492,0.070807,0.085410,0.081254,0.076946,0.201754,56.7822,88.1189,89.5501,86.7397,44.2682,54.6275,76.5077,74.7138,75.2310,33.3304
2021-11,0.071248,0.085239,0.079153,0.073568,0.174627,0.070748,0.085345,0.081268,0.076954,0.201851,56.8847,88.2725,89.4727,86.7838,44.1473,54.7052,76.8033,75.2163,75.1264,33.3979
2021-12,0.071570,0.084684,0.079747,0.074129,0.174835,0.071025,0.085052,0.081471,0.076946,0.200543,56.6811,88.2781,89.5354,86.7284,44.3676,54.6351,77.0714,75.5178,75.1639,33.6141
2022-01,0.071908,0.084122,0.080337,0.074677,0.175046,0.071317,0.084757,0.081674,0.076976,0.199187,56.4172,88.3291,89.7744,86.7103,44.7371,54.4597,76.8969,75.8016,74.9252,33.7535
2022-02,0.072262,0.083555,0.080925,0.075220,0.175254,0.071622,0.084459,0.081876,0.076889,0.197937,56.2280,88.4882,89.9412,86.7494,45.0635,54.3476,77.1457,75.9585,75.0062,33.7523
2022-03,0.072249,0.083489,0.080940,0.075116,0.175424,0.071605,0.084398,0.081879,0.076815,0.198085,56.1456,88.8683,90.0245,86.7991,45.0857,54.4473,77.3733,76.1285,74.7896,33.6242
2022-04,0.072237,0.083420,0.080956,0.074999,0.175607,0.071589,0.084334,0.081885,0.076712,0.198261,56.1368,89.0713,89.8966,86.9818,44.9220,54.6993,77.9964,76.3737,74.7869,33.6448
2022-05,0.072227,0.083349,0.080974,0.074922,0.175750,0.071575,0.084266,0.081895,0.076621,0.198422,56.4671,89.1554,89.6202,87.0571,44.6441,54.8344,77.8892,76.5235,74.6253,33.8061
2022-06,0.072220,0.083276,0.080993,0.074877,0.175862,0.071562,0.084193,0.081908,0.076549,0.198561,56.7556,88.7329,89.5449,87.2084,44.4288,54.9879,77.9891,76.4008,74.8212,33.8300
2022-07,0.072215,0.083194,0.081008,0.074849,0.175969,0.071550,0.084110,0.081916,0.076462,0.198727,56.9509,88.5320,89.5330,87.0936,44.2731,55.2147,77.9618,76.1986,75.4936,33.6530
2022-08,0.072213,0.083102,0.081019,0.074805,0.176104,0.071541,0.084016,0.081919,0.076451,0.198830,56.6131,88.5718,89.6084,87.1936,44.4162,55.1968,77.9710,76.1722,75.7501,33.4486
2022-09,0.072213,0.083000,0.081026,0.074767,0.176244,0.071533,0.083912,0.081917,0.076424,0.198962,56.6056,88.8382,89.6357,87.1610,44.6331,54.7613,77.9522,76.2429,75.8307,33.3756
2022-10,0.072212,0.082906,0.081033,0.074747,0.176361,0.071525,0.083814,0.081917,0.076400,0.199086,56.5733,88.8013,89.5790,87.2559,44.7096,54.2638,77.7695,76.2983,75.4043,33.3425
2022-11,0.072208,0.082817,0.081039,0.074736,0.176462,0.071517,0.083722,0.081917,0.076347,0.199235,56.6528,88.6921,89.7490,87.3030,44.6933,54.2267,77.5441,76.3678,75.4447,33.4276
2022-12,0.072955,0.083124,0.081115,0.074734,0.175844,0.072062,0.083578,0.081671,0.075978,0.198938,56.5522,88.7074,89.7113,87.3503,44.6016,55.0054,77.5008,76.5982,75.6420,33.3775
2023-01,0.073700,0.083448,0.081201,0.074773,0.175158,0.072607,0.083452,0.081437,0.075695,0.198529,56.7953,88.9858,89.7604,87.3709,44.5136,55.6073,77.4661,76.9080,76.0050,33.4071
2023-02,0.074443,0.083788,0.081295,0.074786,0.174474,0.073153,0.083343,0.081212,0.075406,0.198100,57.1836,89.2048,90.0270,87.3288,44.3785,55.7326,77.7933,77.1530,76.0827,33.3867
2023-03,0.074432,0.083757,0.081331,0.074767,0.174501,0.073145,0.083309,0.081244,0.075425,0.198090,57.1513,89.3652,90.2802,87.5259,44.2527,55.6117,77.9588,77.3255,76.2828,33.4078
2023-04,0.074412,0.083728,0.081365,0.074659,0.174622,0.073128,0.083279,0.081277,0.075360,0.198169,57.0208,89.3357,90.3524,87.8240,44.2160,55.5426,78.1288,77.4075,76.5706,33.4684
2023-05,0.074385,0.083703,0.081400,0.074518,0.174781,0.073102,0.083252,0.081312,0.075259,0.198289,56.5076,89.3192,90.2337,87.8838,44.2297,55.7742,78.2320,77.3837,77.1698,33.4471
2023-06,0.074350,0.083680,0.081434,0.074401,0.174920,0.073067,0.083228,0.081349,0.075183,0.198388,56.2573,89.4520,90.2266,87.7097,44.2002,55.8336,78.2700,77.3858,77.1816,33.5974
2023-07,0.074317,0.083645,0.081463,0.074321,0.175037,0.073035,0.083189,0.081381,0.075152,0.198459,56.2703,89.5253,90.2822,87.5671,44.1595,56.0640,78.2752,77.4522,77.0062,33.7767
2023-08,0.074286,0.083596,0.081489,0.074289,0.175122,0.073005,0.083136,0.081408,0.075167,0.198503,56.3922,89.6188,90.2975,87.8563,44.0843,56.1265,78.4529,77.4251,76.5209,33.9183
2023-09,0.074258,0.083533,0.081509,0.074235,0.175242,0.072979,0.083069,0.081430,0.075165,0.198581,56.5458,89.3436,90.2473,88.0270,44.0393,56.3202,78.5508,77.5626,76.4955,33.9045
2023-10,0.074226,0.083481,0.081530,0.074221,0.175315,0.072949,0.083013,0.081448,0.075112,0.198703,56.3907,89.2622,90.2945,88.2004,44.1781,56.1653,78.4414,77.7344,76.4099,33.8397
2023-11,0.074191,0.083438,0.081552,0.074184,0.175405,0.072916,0.082970,0.081464,0.075067,0.198813,56.2690,89.2246,90.3167,88.0225,44.1763,56.0804,78.2677,77.8050,76.2813,33.6475
2023-12,0.073819,0.083189,0.081625,0.074140,0.175586,0.072575,0.083114,0.081804,0.075234,0.198914,56.2690,89.3284,90.3713,88.0774,44.1543,55.8952,78.0096,77.8905,76.2410,33.5618
2024-01,0.073469,0.082930,0.081701,0.074068,0.175781,0.072252,0.083249,0.082149,0.075391,0.199010,55.9604,89.3481,90.4394,87.8791,44.0162,55.6883,78.0568,78.0295,76.2084,33.5412
2024-02,0.073141,0.082662,0.081779,0.074000,0.175959,0.071948,0.083376,0.082498,0.075491,0.199147,56.0915,89.2922,90.3328,87.9581,44.0615,55.8168,78.0517,78.3641,76.2992,33.6646
2024-03,0.073168,0.082600,0.081807,0.073959,0.176008,0.071966,0.083317,0.082522,0.075350,0.199302,56.3407,89.1918,90.3743,87.8843,44.0320,55.8535,78.0713,78.6334,76.4533,33.6997
2024-04,0.073186,0.082540,0.081834,0.073899,0.176084,0.071975,0.083258,0.082548,0.075249,0.199426,56.7026,89.1447,90.3983,87.8676,43.8884,55.8788,78.1038,78.7262,76.6964,33.6458
